routerSerial,ri,action,movement,fall,battery,count,label,routerTime
B8-27-EB-C0-BC-B1,-96,2,13,0,0,134,1,1.59533E+12
B8-27-EB-C0-BC-B1,-78,2,13,0,0,136,1,1.59533E+12
B8-27-EB-C0-BC-B1,-65,2,15,0,0,140,1,1.59533E+12
B8-27-EB-D5-33-8B,-95,2,14,0,0,141,1,1.59533E+12
B8-27-EB-C0-BC-B1,-88,2,14,0,0,141,1,1.59533E+12
B8-27-EB-6A-B8-0B,-92,4,15,0,0,145,1,1.59533E+12
B8-27-EB-C0-BC-B1,-77,4,5,0,0,148,2,1.59533E+12
B8-27-EB-C0-BC-B1,-89,2,7,0,0,152,2,1.59533E+12
B8-27-EB-C0-BC-B1,-81,2,25,0,0,153,2,1.59533E+12
B8-27-EB-DB-FE-98,-91,2,25,0,0,153,2,1.59533E+12
B8-27-EB-C0-BC-B1,-76,2,15,0,0,156,2,1.59533E+12
B8-27-EB-C0-BC-B1,-89,2,42,0,0,159,2,1.59533E+12
B8-27-EB-C0-BC-B1,-75,2,21,0,0,161,2,1.59533E+12
B8-27-EB-C0-BC-B1,-75,2,2,0,0,165,2,1.59533E+12
B8-27-EB-C0-BC-B1,-77,2,2,0,0,165,2,1.59533E+12
B8-27-EB-C0-BC-B1,-81,4,14,0,0,168,2,1.59533E+12
B8-27-EB-6A-B8-0B,-88,2,15,0,0,170,2,1.59533E+12
B8-27-EB-6A-B8-0B,-85,2,19,0,0,172,2,1.59533E+12
B8-27-EB-C0-BC-B1,-87,2,26,0,0,173,2,1.59533E+12
B8-27-EB-DB-FE-98,-78,2,5,0,0,176,2,1.59533E+12
B8-27-EB-C0-BC-B1,-76,2,5,0,0,176,2,1.59533E+12
B8-27-EB-C0-BC-B1,-71,2,29,0,0,178,3,1.59533E+12
B8-27-EB-6A-B8-0B,-73,2,19,0,0,179,3,1.59533E+12
B8-27-EB-D5-33-8B,-91,2,29,0,0,178,3,1.59533E+12
B8-27-EB-C0-BC-B1,-78,2,9,0,0,180,3,1.59533E+12
B8-27-EB-DB-FE-98,-94,2,4,0,0,183,3,1.59533E+12
B8-27-EB-C0-BC-B1,-75,2,2,0,0,182,3,1.59533E+12
B8-27-EB-C0-BC-B1,-67,2,9,0,0,180,3,1.59533E+12
B8-27-EB-DB-FE-98,-92,4,9,0,0,185,3,1.59533E+12
B8-27-EB-C0-BC-B1,-56,2,18,0,0,187,3,1.59533E+12
B8-27-EB-6A-B8-0B,-96,2,1,0,0,190,3,1.59533E+12
B8-27-EB-C0-BC-B1,-74,2,1,0,0,190,3,1.59533E+12
B8-27-EB-DB-FE-98,-78,4,5,0,0,193,3,1.59533E+12
B8-27-EB-D5-33-8B,-82,4,5,0,0,193,3,1.59533E+12
B8-27-EB-C0-BC-B1,-72,2,8,0,0,192,3,1.59533E+12
B8-27-EB-C0-BC-B1,-75,2,4,0,0,194,3,1.59533E+12
B8-27-EB-C0-BC-B1,-82,2,14,0,0,196,3,1.59533E+12
B8-27-EB-D5-33-8B,-91,4,13,0,0,197,3,1.59533E+12
B8-27-EB-D5-33-8B,-78,4,16,0,0,200,4,1.59533E+12
B8-27-EB-C0-BC-B1,-85,2,19,0,0,201,4,1.59533E+12
B8-27-EB-6A-B8-0B,-79,2,19,0,0,201,4,1.59533E+12
B8-27-EB-DB-FE-98,-78,2,19,0,0,201,4,1.59533E+12
B8-27-EB-C0-BC-B1,-95,2,19,0,0,201,4,1.59533E+12
B8-27-EB-6A-B8-0B,-88,2,59,0,0,204,4,1.59533E+12
B8-27-EB-C0-BC-B1,-96,2,59,0,0,204,4,1.59533E+12
B8-27-EB-6A-B8-0B,-99,4,38,0,0,206,4,1.59533E+12
B8-27-EB-DB-FE-98,-62,4,38,0,0,206,4,1.59533E+12
B8-27-EB-C0-BC-B1,-93,2,19,0,0,207,4,1.59533E+12
B8-27-EB-7A-0F-BF,-87,2,19,0,0,207,4,1.59533E+12
B8-27-EB-C0-BC-B1,-88,2,16,0,0,208,4,1.59533E+12
B8-27-EB-D5-33-8B,-90,2,19,0,0,207,4,1.59533E+12
B8-27-EB-DB-FE-98,-70,4,24,0,0,209,4,1.59533E+12
B8-27-EB-C0-BC-B1,-80,2,113,0,0,210,4,1.59533E+12
B8-27-EB-6A-B8-0B,-85,2,16,0,0,208,4,1.59533E+12
B8-27-EB-7A-0F-BF,-95,4,24,0,0,209,4,1.59533E+12
B8-27-EB-C0-BC-B1,-89,2,113,0,0,210,4,1.59533E+12
B8-27-EB-DB-FE-98,-74,2,86,0,0,211,4,1.59533E+12
B8-27-EB-DB-FE-98,-67,2,0,0,0,213,4,1.59533E+12
B8-27-EB-C0-BC-B1,-72,2,0,0,0,213,4,1.59533E+12
B8-27-EB-C0-BC-B1,-85,2,10,0,0,215,4,1.59533E+12
B8-27-EB-6A-B8-0B,-74,4,7,0,0,214,4,1.59533E+12
B8-27-EB-7A-0F-BF,-79,2,20,0,0,216,4,1.59533E+12
B8-27-EB-DB-FE-98,-71,2,20,0,0,216,4,1.59533E+12
B8-27-EB-6A-B8-0B,-94,4,41,0,0,217,4,1.59533E+12
B8-27-EB-DB-FE-98,-78,2,28,0,0,218,4,1.59533E+12
B8-27-EB-6A-B8-0B,-71,2,28,0,0,218,4,1.59533E+12
B8-27-EB-C0-BC-B1,-92,2,30,0,0,219,4,1.59533E+12
B8-27-EB-7A-0F-BF,-81,2,30,0,0,219,4,1.59533E+12
B8-27-EB-F2-6B-8A,-84,4,18,0,0,220,4,1.59533E+12
B8-27-EB-7A-0F-BF,-83,4,24,0,0,223,4,1.59533E+12
B8-27-EB-DB-FE-98,-53,4,24,0,0,223,4,1.59533E+12
B8-27-EB-6A-B8-0B,-73,2,18,0,0,221,4,1.59533E+12
B8-27-EB-DB-FE-98,-66,4,24,0,0,223,4,1.59533E+12
B8-27-EB-DB-FE-98,-53,2,28,0,0,225,4,1.59533E+12
B8-27-EB-7A-0F-BF,-83,2,94,0,0,228,4,1.59533E+12
B8-27-EB-6A-B8-0B,-81,2,94,0,0,228,4,1.59533E+12
B8-27-EB-7A-0F-BF,-97,2,94,0,0,228,4,1.59533E+12
B8-27-EB-DB-FE-98,-81,4,46,0,0,229,4,1.59533E+12
B8-27-EB-C0-BC-B1,-73,2,25,0,0,230,4,1.59533E+12
B8-27-EB-6A-B8-0B,-79,4,11,0,0,232,4,1.59533E+12
B8-27-EB-DB-FE-98,-74,2,25,0,0,230,4,1.59533E+12
B8-27-EB-DB-FE-98,-70,4,11,0,0,232,4,1.59533E+12
B8-27-EB-D5-33-8B,-93,2,13,0,0,233,4,1.59533E+12
B8-27-EB-6A-B8-0B,-90,4,11,0,0,232,4,1.59533E+12
B8-27-EB-DB-FE-98,-83,4,11,0,0,232,4,1.59533E+12
B8-27-EB-C0-BC-B1,-83,4,14,0,0,235,4,1.59533E+12
B8-27-EB-D5-33-8B,-74,2,10,0,0,236,4,1.59533E+12
B8-27-EB-D5-33-8B,-91,4,33,0,0,241,4,1.59533E+12
B8-27-EB-D5-33-8B,-75,2,26,0,0,239,4,1.59533E+12
B8-27-EB-6A-B8-0B,-78,2,39,0,0,243,4,1.59533E+12
B8-27-EB-DB-FE-98,-69,2,31,0,0,242,4,1.59533E+12
B8-27-EB-C0-BC-B1,-84,4,33,0,0,241,4,1.59533E+12
B8-27-EB-C0-BC-B1,-91,4,39,0,0,244,4,1.59533E+12
B8-27-EB-6A-B8-0B,-78,2,21,0,0,246,4,1.59533E+12
B8-27-EB-D5-33-8B,-93,2,37,0,0,245,4,1.59533E+12
B8-27-EB-DB-FE-98,-90,4,39,0,0,244,4,1.59533E+12
B8-27-EB-6A-B8-0B,-90,2,39,0,0,243,4,1.59533E+12
B8-27-EB-DB-FE-98,-75,4,39,0,0,244,4,1.59533E+12
B8-27-EB-C0-BC-B1,-89,2,21,0,0,246,4,1.59533E+12
B8-27-EB-D5-33-8B,-73,4,8,0,0,247,4,1.59533E+12
B8-27-EB-7A-0F-BF,-80,4,8,0,0,247,4,1.59533E+12
B8-27-EB-C0-BC-B1,-86,2,4,0,0,248,4,1.59533E+12
B8-27-EB-DB-FE-98,-88,4,8,0,0,247,5,1.59533E+12
B8-27-EB-D5-33-8B,-79,2,5,0,0,250,5,1.59533E+12
B8-27-EB-DB-FE-98,-75,4,30,0,0,251,5,1.59533E+12
B8-27-EB-DB-FE-98,-90,4,30,0,0,251,5,1.59533E+12
B8-27-EB-D5-33-8B,-82,2,0,0,0,254,5,1.59533E+12
B8-27-EB-C0-BC-B1,-81,2,0,0,0,254,5,1.59533E+12
B8-27-EB-D5-33-8B,-90,2,0,0,0,254,5,1.59533E+12
B8-27-EB-C0-BC-B1,-75,14,2,0,0,0,5,1.59533E+12
B8-27-EB-DB-FE-98,-82,14,2,0,0,0,5,1.59533E+12
B8-27-EB-D5-33-8B,-74,14,13,0,0,3,5,1.59533E+12
B8-27-EB-DB-FE-98,-75,14,13,0,0,3,5,1.59533E+12
B8-27-EB-6A-B8-0B,-79,4,19,0,0,1,5,1.59533E+12
B8-27-EB-DB-FE-98,-89,14,6,0,0,5,5,1.59533E+12
B8-27-EB-6A-B8-0B,-82,2,1,0,0,9,5,1.59533E+12
B8-27-EB-D5-33-8B,-62,2,1,0,0,9,5,1.59533E+12
B8-27-EB-DB-FE-98,-77,2,2,0,0,10,5,1.59533E+12
B8-27-EB-D5-33-8B,-77,2,3,0,0,11,5,1.59533E+12
B8-27-EB-7A-0F-BF,-84,2,4,0,0,12,5,1.59533E+12
B8-27-EB-DB-FE-98,-85,2,2,0,0,10,5,1.59533E+12
B8-27-EB-6A-B8-0B,-89,2,2,0,0,13,5,1.59533E+12
B8-27-EB-DB-FE-98,-83,2,1,0,0,14,5,1.59533E+12
B8-27-EB-D5-33-8B,-74,2,2,0,0,15,5,1.59533E+12
B8-27-EB-C0-BC-B1,-77,2,2,0,0,15,5,1.59533E+12
B8-27-EB-D5-33-8B,-68,2,1,0,0,17,5,1.59533E+12
B8-27-EB-6A-B8-0B,-79,2,0,0,0,18,5,1.59533E+12
B8-27-EB-7A-0F-BF,-87,2,1,0,0,19,5,1.59533E+12
B8-27-EB-6A-B8-0B,-76,2,2,0,0,20,5,1.59533E+12
B8-27-EB-C0-BC-B1,-90,2,2,0,0,20,5,1.59533E+12
B8-27-EB-DB-FE-98,-84,2,2,0,0,20,5,1.59533E+12
B8-27-EB-D5-33-8B,-67,2,2,0,0,20,5,1.59533E+12
B8-27-EB-DB-FE-98,-77,4,10,0,0,22,5,1.59533E+12
B8-27-EB-C0-BC-B1,-93,4,10,0,0,22,5,1.59533E+12
B8-27-EB-6A-B8-0B,-77,2,7,0,0,23,5,1.59533E+12
B8-27-EB-C0-BC-B1,-94,14,2,0,0,24,5,1.59533E+12
B8-27-EB-D5-33-8B,-72,14,2,0,0,24,5,1.59533E+12
B8-27-EB-6A-B8-0B,-92,2,1,0,0,26,5,1.59533E+12
B8-27-EB-D5-33-8B,-72,2,3,0,0,29,5,1.59533E+12
B8-27-EB-D5-33-8B,-71,2,0,0,0,27,5,1.59533E+12
B8-27-EB-DB-FE-98,-74,2,8,0,0,31,5,1.59533E+12
B8-27-EB-D5-33-8B,-85,2,22,0,0,48,6,1.59533E+12
B8-27-EB-D5-33-8B,-72,2,10,0,0,50,6,1.59533E+12
B8-27-EB-C0-BC-B1,-82,2,9,0,0,51,6,1.59533E+12
B8-27-EB-D5-33-8B,-79,2,3,0,0,52,6,1.59533E+12
B8-27-EB-D5-33-8B,-72,2,3,0,0,55,6,1.59533E+12
B8-27-EB-D5-33-8B,-80,2,14,0,0,57,6,1.59533E+12
B8-27-EB-DB-FE-98,-68,2,15,0,0,58,6,1.59533E+12
B8-27-EB-D5-33-8B,-81,2,72,0,0,60,6,1.59533E+12
B8-27-EB-DB-FE-98,-77,2,19,0,0,62,7,1.59533E+12
B8-27-EB-D5-33-8B,-85,4,8,0,0,63,7,1.59533E+12
B8-27-EB-D5-33-8B,-70,2,9,0,0,64,7,1.59533E+12
B8-27-EB-6A-B8-0B,-92,4,8,0,0,63,7,1.59533E+12
B8-27-EB-6A-B8-0B,-80,4,21,0,0,66,7,1.59533E+12
B8-27-EB-D5-33-8B,-84,2,21,0,0,68,7,1.59533E+12
B8-27-EB-6A-B8-0B,-75,2,27,0,0,70,7,1.59533E+12
B8-27-EB-D5-33-8B,-91,2,27,0,0,70,7,1.59533E+12
B8-27-EB-DB-FE-98,-85,2,23,0,0,71,7,1.59533E+12
B8-27-EB-D5-33-8B,-72,4,17,0,0,72,7,1.59533E+12
B8-27-EB-6A-B8-0B,-80,2,19,0,0,74,7,1.59533E+12
B8-27-EB-D5-33-8B,-91,4,16,0,0,75,7,1.59533E+12
B8-27-EB-6A-B8-0B,-79,2,11,0,0,78,7,1.59533E+12
B8-27-EB-D5-33-8B,-84,2,19,0,0,77,7,1.59533E+12
B8-27-EB-F2-6B-8A,-96,2,10,0,0,79,7,1.59533E+12
B8-27-EB-6A-B8-0B,-77,4,6,0,0,80,7,1.59533E+12
B8-27-EB-D5-33-8B,-71,2,5,0,0,82,7,1.59533E+12
B8-27-EB-6A-B8-0B,-75,2,8,0,0,83,7,1.59533E+12
B8-27-EB-DB-FE-98,-70,2,8,0,0,83,7,1.59533E+12
B8-27-EB-D5-33-8B,-89,2,5,0,0,82,7,1.59533E+12
B8-27-EB-DB-FE-98,-90,2,8,0,0,85,7,1.59533E+12
B8-27-EB-6A-B8-0B,-81,2,8,0,0,85,7,1.59533E+12
B8-27-EB-D5-33-8B,-70,2,9,0,0,84,7,1.59533E+12
B8-27-EB-6A-B8-0B,-73,2,11,0,0,87,7,1.59533E+12
B8-27-EB-C0-BC-B1,-90,2,1,0,0,88,7,1.59533E+12
B8-27-EB-D5-33-8B,-73,2,11,0,0,87,7,1.59533E+12
B8-27-EB-DB-FE-98,-70,2,1,0,0,88,7,1.59533E+12
B8-27-EB-D5-33-8B,-59,2,2,0,0,89,7,1.59533E+12
B8-27-EB-C0-BC-B1,-82,4,15,0,0,91,7,1.59533E+12
B8-27-EB-D5-33-8B,-69,2,18,0,0,92,7,1.59533E+12
B8-27-EB-6A-B8-0B,-81,2,7,0,0,90,7,1.59533E+12
B8-27-EB-6A-B8-0B,-78,4,36,0,0,94,7,1.59533E+12
B8-27-EB-C0-BC-B1,-74,2,42,0,0,95,7,1.59533E+12
B8-27-EB-D5-33-8B,-69,2,44,0,0,96,7,1.59533E+12
B8-27-EB-6A-B8-0B,-89,2,42,0,0,98,7,1.59533E+12
B8-27-EB-DB-FE-98,-73,2,42,0,0,98,7,1.59533E+12
B8-27-EB-DB-FE-98,-71,2,44,0,0,99,7,1.59533E+12
B8-27-EB-6A-B8-0B,-80,2,37,0,0,101,7,1.59533E+12
B8-27-EB-DB-FE-98,-77,4,8,0,0,103,7,1.59533E+12
B8-27-EB-D5-33-8B,-79,4,8,0,0,103,7,1.59533E+12
B8-27-EB-C0-BC-B1,-75,2,20,0,0,105,7,1.59533E+12
B8-27-EB-6A-B8-0B,-97,4,15,0,0,106,7,1.59533E+12
B8-27-EB-6A-B8-0B,-77,2,4,0,0,108,7,1.59533E+12
B8-27-EB-D5-33-8B,-81,4,15,0,0,106,7,1.59533E+12
B8-27-EB-C0-BC-B1,-82,2,5,0,0,107,8,1.59533E+12
B8-27-EB-7A-0F-BF,-97,2,8,0,0,109,8,1.59533E+12
B8-27-EB-DB-FE-98,-78,2,8,0,0,109,8,1.59533E+12
B8-27-EB-6A-B8-0B,-82,2,28,0,0,113,8,1.59533E+12
B8-27-EB-DB-FE-98,-69,4,20,0,0,114,8,1.59533E+12
B8-27-EB-D5-33-8B,-96,2,28,0,0,113,8,1.59533E+12
B8-27-EB-6A-B8-0B,-78,2,2,0,0,116,8,1.59533E+12
B8-27-EB-C0-BC-B1,-90,2,29,0,0,117,8,1.59533E+12
B8-27-EB-DB-FE-98,-79,2,2,0,0,116,8,1.59533E+12
B8-27-EB-6A-B8-0B,-80,4,41,0,0,118,8,1.59533E+12
B8-27-EB-D5-33-8B,-85,4,41,0,0,118,8,1.59533E+12
B8-27-EB-DB-FE-98,-76,4,41,0,0,118,8,1.59533E+12
B8-27-EB-C0-BC-B1,-90,2,28,0,0,119,8,1.59533E+12
B8-27-EB-C0-BC-B1,-68,4,17,0,0,121,8,1.59533E+12
B8-27-EB-D5-33-8B,-83,2,29,0,0,122,8,1.59533E+12
B8-27-EB-DB-FE-98,-76,4,17,0,0,121,8,1.59533E+12
B8-27-EB-C0-BC-B1,-98,2,37,0,0,123,8,1.59533E+12
B8-27-EB-6A-B8-0B,-87,2,37,0,0,123,8,1.59533E+12
B8-27-EB-7A-0F-BF,-87,4,34,0,0,124,8,1.59533E+12
B8-27-EB-6A-B8-0B,-85,2,27,0,0,125,8,1.59533E+12
B8-27-EB-D5-33-8B,-87,2,27,0,0,125,8,1.59533E+12
B8-27-EB-DB-FE-98,-58,4,34,0,0,124,8,1.59533E+12
B8-27-EB-C0-BC-B1,-76,2,25,0,0,126,8,1.59533E+12
B8-27-EB-DB-FE-98,-77,2,25,0,0,126,8,1.59533E+12
B8-27-EB-6A-B8-0B,-73,4,14,0,0,127,8,1.59533E+12
B8-27-EB-C0-BC-B1,-91,2,8,0,0,128,8,1.59533E+12
B8-27-EB-DB-FE-98,-85,2,8,0,0,128,8,1.59533E+12
B8-27-EB-D5-33-8B,-87,4,14,0,0,127,8,1.59533E+12
B8-27-EB-7A-0F-BF,-91,2,36,0,0,131,8,1.59533E+12
B8-27-EB-C0-BC-B1,-78,4,25,0,0,130,8,1.59533E+12
B8-27-EB-D5-33-8B,-87,2,12,0,0,132,8,1.59533E+12
B8-27-EB-6A-B8-0B,-68,4,25,0,0,130,8,1.59533E+12
B8-27-EB-DB-FE-98,-73,2,12,0,0,132,8,1.59533E+12
B8-27-EB-6A-B8-0B,-76,2,12,0,0,132,8,1.59533E+12
B8-27-EB-D5-33-8B,-79,2,33,0,0,135,8,1.59533E+12
B8-27-EB-7A-0F-BF,-85,2,33,0,0,135,8,1.59533E+12
B8-27-EB-C0-BC-B1,-80,2,33,0,0,135,8,1.59533E+12
B8-27-EB-6A-B8-0B,-78,2,33,0,0,135,8,1.59533E+12
B8-27-EB-D5-33-8B,-80,4,32,0,0,136,8,1.59533E+12
B8-27-EB-DB-FE-98,-73,2,33,0,0,135,8,1.59533E+12
B8-27-EB-C0-BC-B1,-77,2,26,0,0,137,8,1.59533E+12
B8-27-EB-DB-FE-98,-61,2,26,0,0,137,8,1.59533E+12
B8-27-EB-6A-B8-0B,-81,2,26,0,0,137,8,1.59533E+12
B8-27-EB-6A-B8-0B,-73,4,24,0,0,139,8,1.59533E+12
B8-27-EB-D5-33-8B,-73,4,24,0,0,139,8,1.59533E+12
B8-27-EB-C0-BC-B1,-82,4,29,0,0,142,8,1.59533E+12
B8-27-EB-7A-0F-BF,-82,4,29,0,0,142,8,1.59533E+12
B8-27-EB-6A-B8-0B,-82,4,29,0,0,142,8,1.59533E+12
B8-27-EB-D5-33-8B,-98,4,29,0,0,142,8,1.59533E+12
B8-27-EB-DB-FE-98,-78,2,13,0,0,140,8,1.59533E+12
B8-27-EB-D5-33-8B,-93,4,35,0,0,145,8,1.59533E+12
B8-27-EB-DB-FE-98,-70,2,34,0,0,144,8,1.59533E+12
B8-27-EB-7A-0F-BF,-95,4,35,0,0,145,8,1.59533E+12
B8-27-EB-D5-33-8B,-95,2,54,0,0,149,8,1.59533E+12
B8-27-EB-C0-BC-B1,-85,4,51,0,0,148,8,1.59533E+12
B8-27-EB-DB-FE-98,-62,2,54,0,0,149,8,1.59533E+12
B8-27-EB-6A-B8-0B,-78,2,40,0,0,150,8,1.59533E+12
B8-27-EB-D5-33-8B,-77,4,40,0,0,151,8,1.59533E+12
B8-27-EB-6A-B8-0B,-75,2,32,0,0,152,8,1.59533E+12
B8-27-EB-C0-BC-B1,-91,2,40,0,0,150,8,1.59533E+12
B8-27-EB-F2-6B-8A,-96,2,40,0,0,150,8,1.59533E+12
B8-27-EB-D5-33-8B,-75,2,31,0,0,153,8,1.59533E+12
B8-27-EB-C0-BC-B1,-84,2,24,0,0,155,8,1.59533E+12
B8-27-EB-F2-6B-8A,-82,2,24,0,0,155,9,1.59533E+12
B8-27-EB-6A-B8-0B,-78,4,27,0,0,157,9,1.59533E+12
B8-27-EB-D5-33-8B,-81,2,21,0,0,156,9,1.59533E+12
B8-27-EB-AD-32-FA,-95,2,30,0,0,158,9,1.59533E+12
B8-27-EB-D5-33-8B,-80,2,30,0,0,158,9,1.59533E+12
B8-27-EB-F2-6B-8A,-89,2,27,0,0,159,9,1.59533E+12
B8-27-EB-6A-B8-0B,-80,4,24,0,0,160,9,1.59533E+12
B8-27-EB-F2-6B-8A,-89,2,27,0,0,159,9,1.59533E+12
B8-27-EB-DB-FE-98,-84,2,27,0,0,159,9,1.59533E+12
B8-27-EB-DB-FE-98,-72,2,25,0,0,162,9,1.59533E+12
B8-27-EB-D5-33-8B,-78,4,36,0,0,163,9,1.59533E+12
B8-27-EB-DB-FE-98,-74,4,36,0,0,163,9,1.59533E+12
B8-27-EB-AD-32-FA,-80,2,24,0,0,165,9,1.59533E+12
B8-27-EB-F2-6B-8A,-86,4,18,0,0,166,9,1.59533E+12
B8-27-EB-DB-FE-98,-92,4,36,0,0,163,9,1.59533E+12
B8-27-EB-AD-32-FA,-92,2,79,0,0,168,9,1.59533E+12
B8-27-EB-DB-FE-98,-79,2,79,0,0,168,9,1.59533E+12
B8-27-EB-DB-FE-98,-75,2,1,0,0,171,9,1.59533E+12
B8-27-EB-F2-6B-8A,-84,2,1,0,0,172,9,1.59533E+12
B8-27-EB-22-6B-12,-80,2,1,0,0,172,9,1.59533E+12
B8-27-EB-AD-32-FA,-90,2,1,0,0,172,9,1.59533E+12
B8-27-EB-DB-FE-98,-73,2,1,0,0,173,9,1.59533E+12
B8-27-EB-22-6B-12,-82,2,1,0,0,173,9,1.59533E+12
B8-27-EB-6A-B8-0B,-78,2,1,0,0,173,9,1.59533E+12
B8-27-EB-D5-33-8B,-84,2,34,0,0,175,9,1.59533E+12
B8-27-EB-AD-32-FA,-80,2,6,0,0,174,9,1.59533E+12
B8-27-EB-DB-FE-98,-77,2,34,0,0,175,9,1.59533E+12
B8-27-EB-DB-FE-98,-87,2,1,0,0,173,9,1.59533E+12
B8-27-EB-6A-B8-0B,-67,2,6,0,0,174,9,1.59533E+12
B8-27-EB-F2-6B-8A,-91,2,46,0,0,177,9,1.59533E+12
B8-27-EB-DB-FE-98,-77,2,46,0,0,177,9,1.59533E+12
B8-27-EB-6A-B8-0B,-71,2,46,0,0,177,9,1.59533E+12
B8-27-EB-F2-6B-8A,-76,2,19,0,0,178,9,1.59533E+12
B8-27-EB-7A-0F-BF,-85,2,19,0,0,178,9,1.59533E+12
B8-27-EB-D5-33-8B,-84,2,19,0,0,178,9,1.59533E+12
B8-27-EB-DB-FE-98,-84,2,46,0,0,177,9,1.59533E+12
B8-27-EB-AD-32-FA,-77,4,16,0,0,179,9,1.59533E+12
B8-27-EB-6A-B8-0B,-57,4,16,0,0,179,9,1.59533E+12
B8-27-EB-F2-6B-8A,-84,2,28,0,0,180,9,1.59533E+12
B8-27-EB-22-6B-12,-82,2,28,0,0,180,9,1.59533E+12
B8-27-EB-DB-FE-98,-82,2,28,0,0,180,9,1.59533E+12
B8-27-EB-7A-0F-BF,-84,2,34,0,0,181,9,1.59533E+12
B8-27-EB-AD-32-FA,-80,2,34,0,0,181,9,1.59533E+12
B8-27-EB-6A-B8-0B,-54,4,22,0,0,182,9,1.59533E+12
B8-27-EB-AD-32-FA,-81,2,20,0,0,183,9,1.59533E+12
B8-27-EB-F2-6B-8A,-78,2,20,0,0,183,9,1.59533E+12
B8-27-EB-6A-B8-0B,-52,2,33,0,0,184,9,1.59533E+12
B8-27-EB-22-6B-12,-83,2,33,0,0,184,9,1.59533E+12
B8-27-EB-F2-6B-8A,-85,2,18,0,0,186,9,1.59533E+12
B8-27-EB-6A-B8-0B,-75,2,18,0,0,186,9,1.59533E+12
B8-27-EB-C0-BC-B1,-101,2,17,0,0,187,9,1.59533E+12
