routerSerial,ri,action,movement,fall,battery,count,label,routerTime,loc_label
B8-27-EB-C0-BC-B1,-84,2,0,0,100,123,0,1595326689501,Dining
B8-27-EB-C0-BC-B1,-96,2,0,0,100,123,0,1595326689960,Dining
B8-27-EB-C0-BC-B1,-99,2,0,0,100,125,0,1595326690448,Dining
B8-27-EB-6A-B8-0B,-95,2,1,0,100,120,0,1595326690675,Dining
B8-27-EB-C0-BC-B1,-97,2,0,0,100,129,0,1595326692368,Dining
B8-27-EB-6A-B8-0B,-79,2,4,0,100,130,0,1595326693143,Dining
B8-27-EB-DB-FE-98,-91,2,4,0,100,130,0,1595326693480,Dining
B8-27-EB-C0-BC-B1,-83,2,12,0,100,131,0,1595326693501,Dining
B8-27-EB-DB-FE-98,-75,2,22,0,100,132,0,1595326693927,Dining
B8-27-EB-6A-B8-0B,-86,2,19,0,100,134,0,1595326695180,Dining
B8-27-EB-DB-FE-98,-75,4,17,0,100,136,0,1595326695737,Dining
B8-27-EB-C0-BC-B1,-83,2,28,0,100,137,0,1595326696894,Dining
B8-27-EB-DB-FE-98,-83,4,17,0,100,139,0,1595326698271,Dining
B8-27-EB-C0-BC-B1,-85,4,18,0,100,142,0,1595326698803,Dining
B8-27-EB-DB-FE-98,-84,2,20,0,100,144,1,1595326700224,Pantry
B8-27-EB-C0-BC-B1,-85,4,32,0,100,145,1,1595326701069,Pantry
B8-27-EB-C0-BC-B1,-77,4,30,0,100,148,1,1595326701673,Pantry
B8-27-EB-C0-BC-B1,-68,4,10,0,100,152,1,1595326703547,Pantry
B8-27-EB-C0-BC-B1,-94,4,10,0,100,152,1,1595326704031,Pantry
B8-27-EB-C0-BC-B1,-81,4,14,0,100,159,1,1595326706769,Pantry
B8-27-EB-C0-BC-B1,-88,2,23,0,100,161,1,1595326707751,Pantry
B8-27-EB-C0-BC-B1,-84,2,10,0,100,166,1,1595326710140,Pantry
B8-27-EB-C0-BC-B1,-76,4,12,0,100,169,1,1595326711984,Pantry
B8-27-EB-C0-BC-B1,-70,2,14,0,100,174,1,1595326713976,Pantry
B8-27-EB-C0-BC-B1,-81,2,14,0,100,174,1,1595326714449,Pantry
B8-27-EB-C0-BC-B1,-75,4,12,0,100,176,1,1595326714990,Pantry
B8-27-EB-C0-BC-B1,-74,2,22,0,100,178,2,1595326715920,Toilet
B8-27-EB-C0-BC-B1,-82,4,17,0,100,185,2,1595326719348,Toilet
B8-27-EB-C0-BC-B1,-75,4,12,0,100,188,2,1595326720685,Toilet
B8-27-EB-C0-BC-B1,-90,4,12,0,100,188,2,1595326721167,Toilet
B8-27-EB-C0-BC-B1,-77,2,40,0,100,190,2,1595326721659,Toilet
B8-27-EB-C0-BC-B1,-85,4,7,0,100,194,2,1595326723616,Toilet
B8-27-EB-C0-BC-B1,-92,2,7,0,100,199,2,1595326725967,Toilet
B8-27-EB-C0-BC-B1,-88,2,4,0,100,200,2,1595326726583,Toilet
B8-27-EB-C0-BC-B1,-82,2,15,0,100,207,2,1595326729809,Toilet
B8-27-EB-C0-BC-B1,-81,2,5,0,100,217,3,1595326734692,Pantry
B8-27-EB-C0-BC-B1,-73,2,0,0,100,214,3,1595326733178,Pantry
B8-27-EB-6A-B8-0B,-98,2,0,0,100,214,3,1595326733899,Pantry
B8-27-EB-C0-BC-B1,-73,2,0,0,100,222,3,1595326737139,Pantry
B8-27-EB-C0-BC-B1,-59,2,11,0,100,219,3,1595326735656,Pantry
B8-27-EB-C0-BC-B1,-77,2,4,0,100,226,3,1595326738999,Pantry
B8-27-EB-DB-FE-98,-88,2,14,0,100,231,3,1595326741309,Pantry
B8-27-EB-6A-B8-0B,-82,2,20,0,100,232,4,1595326741959,Dining
B8-27-EB-DB-FE-98,-87,2,27,0,100,234,4,1595326743167,Dining
B8-27-EB-C0-BC-B1,-96,4,34,0,100,236,4,1595326743719,Dining
B8-27-EB-DB-FE-98,-78,2,112,0,100,243,4,1595326747165,Dining
B8-27-EB-DB-FE-98,-74,2,0,0,100,245,4,1595326748292,Dining
B8-27-EB-DB-FE-98,-84,4,9,0,100,248,4,1595326749467,Dining
B8-27-EB-DB-FE-98,-82,2,35,0,100,250,4,1595326750565,Dining
B8-27-EB-DB-FE-98,-87,2,20,0,100,253,4,1595326752202,Dining
B8-27-EB-DB-FE-98,-74,2,32,0,100,255,4,1595326753136,Dining
B8-27-EB-DB-FE-98,-86,4,16,0,100,1,4,1595326753790,Dining
B8-27-EB-C0-BC-B1,-83,2,15,0,100,3,4,1595326754817,Dining
B8-27-EB-DB-FE-98,-88,2,71,0,100,4,4,1595326755226,Dining
B8-27-EB-C0-BC-B1,-98,2,17,0,100,7,4,1595326757166,Dining
B8-27-EB-DB-FE-98,-70,2,10,0,100,9,4,1595326758108,Dining
B8-27-EB-DB-FE-98,-81,2,10,0,100,9,4,1595326758519,Dining
B8-27-EB-6A-B8-0B,-81,2,7,0,100,10,4,1595326758605,Dining
B8-27-EB-C0-BC-B1,-79,2,9,0,100,13,4,1595326759620,Dining
B8-27-EB-DB-FE-98,-71,2,9,0,100,13,4,1595326759680,Dining
B8-27-EB-DB-FE-98,-85,2,9,0,100,13,4,1595326760095,Dining
B8-27-EB-DB-FE-98,-75,2,37,0,100,18,4,1595326761983,Dining
B8-27-EB-C0-BC-B1,-80,2,32,0,100,17,4,1595326761548,Dining
B8-27-EB-6A-B8-0B,-86,2,13,0,100,14,4,1595326760051,Dining
B8-27-EB-DB-FE-98,-72,4,25,0,100,16,4,1595326761059,Dining
B8-27-EB-C0-BC-B1,-79,2,18,0,100,15,4,1595326760530,Dining
B8-27-EB-6A-B8-0B,-99,2,32,0,100,17,4,1595326761699,Dining
B8-27-EB-6A-B8-0B,-82,2,36,0,100,20,4,1595326763201,Dining
B8-27-EB-DB-FE-98,-94,2,28,0,100,21,4,1595326763526,Dining
B8-27-EB-DB-FE-98,-83,2,8,0,100,23,5,1595326765400,BotHall
B8-27-EB-DB-FE-98,-80,2,6,0,100,26,5,1595326766430,BotHall
B8-27-EB-D5-33-8B,-81,2,0,0,100,31,5,1595326768412,BotHall
B8-27-EB-D5-33-8B,-77,2,20,0,100,36,5,1595326770857,BotHall
B8-27-EB-DB-FE-98,-93,2,1,0,100,50,5,1595326778069,BotHall
B8-27-EB-D5-33-8B,-83,2,0,0,100,52,5,1595326778421,BotHall
B8-27-EB-C0-BC-B1,-85,2,0,0,100,52,5,1595326778417,BotHall
B8-27-EB-DB-FE-98,-97,2,0,0,100,52,5,1595326779176,BotHall
B8-27-EB-D5-33-8B,-76,2,5,0,100,54,5,1595326779279,BotHall
B8-27-EB-6A-B8-0B,-85,2,2,0,100,53,5,1595326779542,BotHall
B8-27-EB-D5-33-8B,-79,2,1,0,100,59,5,1595326781704,BotHall
B8-27-EB-C0-BC-B1,-87,2,1,0,100,59,5,1595326781801,BotHall
B8-27-EB-D5-33-8B,-78,2,5,0,100,64,6,1595326784188,Kitchen
B8-27-EB-D5-33-8B,-77,2,3,0,100,85,6,1595326795500,Kitchen
B8-27-EB-D5-33-8B,-81,2,11,0,100,90,6,1595326796864,Kitchen
B8-27-EB-6A-B8-0B,-86,2,5,0,100,88,6,1595326797043,Kitchen
B8-27-EB-D5-33-8B,-81,4,19,0,100,92,6,1595326797487,Kitchen
B8-27-EB-D5-33-8B,-81,2,8,0,100,94,7,1595326799060,BotHall
B8-27-EB-D5-33-8B,-87,4,22,0,100,101,7,1595326802423,BotHall
B8-27-EB-6A-B8-0B,-91,2,31,0,100,103,7,1595326803387,BotHall
B8-27-EB-D5-33-8B,-94,4,19,0,100,107,7,1595326804708,BotHall
B8-27-EB-6A-B8-0B,-84,2,11,0,100,106,7,1595326804981,BotHall
B8-27-EB-6A-B8-0B,-97,4,9,0,100,117,7,1595326809551,BotHall
B8-27-EB-D5-33-8B,-79,3,2,0,100,120,7,1595326811214,BotHall
B8-27-EB-D5-33-8B,-79,3,3,0,100,122,7,1595326811891,BotHall
B8-27-EB-D5-33-8B,-83,3,19,0,100,124,7,1595326812846,BotHall
B8-27-EB-D5-33-8B,-75,4,25,0,100,126,7,1595326813811,BotHall
B8-27-EB-6A-B8-0B,-86,4,31,0,100,132,7,1595326816734,BotHall
B8-27-EB-D5-33-8B,-86,3,31,0,100,133,7,1595326817212,BotHall
B8-27-EB-C0-BC-B1,-85,3,47,0,100,130,7,1595326817712,BotHall
B8-27-EB-DB-FE-98,-79,2,4,0,100,139,7,1595326820120,BotHall
B8-27-EB-DB-FE-98,-78,2,5,0,100,141,8,1595326821119,Dining
B8-27-EB-C0-BC-B1,-87,2,5,0,100,141,8,1595326821151,Dining
B8-27-EB-C0-BC-B1,-80,2,38,0,100,144,8,1595326822591,Dining
B8-27-EB-6A-B8-0B,-87,4,33,0,100,145,8,1595326823011,Dining
B8-27-EB-DB-FE-98,-73,2,38,0,100,144,8,1595326823643,Dining
B8-27-EB-C0-BC-B1,-81,2,22,0,100,147,8,1595326824021,Dining
B8-27-EB-DB-FE-98,-80,4,10,0,100,148,8,1595326824400,Dining
B8-27-EB-6A-B8-0B,-92,2,24,0,100,149,8,1595326824847,Dining
B8-27-EB-DB-FE-98,-76,4,33,0,100,151,8,1595326826548,Dining
B8-27-EB-6A-B8-0B,-87,4,33,0,100,151,8,1595326826723,Dining
B8-27-EB-C0-BC-B1,-91,2,13,0,100,153,8,1595326826764,Dining
B8-27-EB-DB-FE-98,-88,2,13,0,100,153,8,1595326827698,Dining
B8-27-EB-6A-B8-0B,-87,2,39,0,100,155,8,1595326827758,Dining
B8-27-EB-DB-FE-98,-75,2,26,0,100,156,8,1595326828324,Dining
B8-27-EB-6A-B8-0B,-95,2,39,0,100,155,8,1595326828823,Dining
B8-27-EB-DB-FE-98,-93,2,22,0,100,159,8,1595326829632,Dining
B8-27-EB-D5-33-8B,-96,2,22,0,100,159,8,1595326829653,Dining
B8-27-EB-DB-FE-98,-86,2,8,0,100,161,8,1595326830594,Dining
B8-27-EB-DB-FE-98,-84,4,34,0,100,163,8,1595326831547,Dining
B8-27-EB-6A-B8-0B,-84,2,31,0,100,164,8,1595326832136,Dining
B8-27-EB-DB-FE-98,-85,2,17,0,100,166,8,1595326832986,Dining
B8-27-EB-DB-FE-98,-72,4,28,0,100,167,8,1595326833576,Dining
B8-27-EB-DB-FE-98,-65,4,24,0,100,170,8,1595326835198,Dining
B8-27-EB-DB-FE-98,-85,2,11,0,100,172,8,1595326835864,Dining
B8-27-EB-7A-0F-BF,-86,4,14,0,100,173,8,1595326836975,Dining
B8-27-EB-DB-FE-98,-81,2,23,0,100,174,8,1595326836827,Dining
B8-27-EB-DB-FE-98,-74,2,33,0,100,177,8,1595326838642,Dining
B8-27-EB-DB-FE-98,-71,4,20,0,100,179,8,1595326839394,Dining
B8-27-EB-DB-FE-98,-91,4,20,0,100,179,8,1595326840202,Dining
B8-27-EB-DB-FE-98,-97,2,32,0,100,184,8,1595326841892,Dining
B8-27-EB-D5-33-8B,-80,4,36,0,100,185,8,1595326842157,Dining
B8-27-EB-6A-B8-0B,-94,2,32,0,100,187,8,1595326843249,Dining
B8-27-EB-6A-B8-0B,-90,2,32,0,100,187,9,1595326844180,Living
B8-27-EB-6A-B8-0B,-77,2,18,0,100,190,9,1595326844724,Living
B8-27-EB-6A-B8-0B,-82,2,20,0,100,193,9,1595326846231,Living
B8-27-EB-F2-6B-8A,-81,4,25,0,100,194,9,1595326846506,Living
B8-27-EB-6A-B8-0B,-78,4,25,0,100,194,9,1595326846783,Living
B8-27-EB-6A-B8-0B,-88,2,27,0,100,196,9,1595326847410,Living
B8-27-EB-DB-FE-98,-81,2,44,0,100,199,9,1595326848879,Living
B8-27-EB-6A-B8-0B,-83,2,44,0,100,199,9,1595326848855,Living
B8-27-EB-6A-B8-0B,-84,3,0,0,100,204,9,1595326851275,Living
B8-27-EB-6A-B8-0B,-74,2,2,0,100,206,9,1595326852232,Living
B8-27-EB-DB-FE-98,-78,2,55,0,100,207,9,1595326852826,Living
B8-27-EB-F2-6B-8A,-97,4,41,0,100,208,9,1595326853794,Living
B8-27-EB-6A-B8-0B,-70,2,18,0,100,210,9,1595326854227,Living
B8-27-EB-F2-6B-8A,-80,2,18,0,100,210,9,1595326854277,Living
B8-27-EB-DB-FE-98,-92,2,18,0,100,210,9,1595326854523,Living
B8-27-EB-6A-B8-0B,-73,4,17,0,100,211,9,1595326854655,Living
B8-27-EB-6A-B8-0B,-74,4,34,0,100,214,9,1595326856228,Living
B8-27-EB-6A-B8-0B,-66,2,28,0,100,216,9,1595326857108,Living
B8-27-EB-6A-B8-0B,-76,2,20,0,100,218,9,1595326857993,Living
B8-27-EB-6A-B8-0B,-87,2,1,0,100,225,9,1595326861330,Living
B8-27-EB-F2-6B-8A,-82,2,1,0,100,225,9,1595326861475,Living
B8-27-EB-6A-B8-0B,-90,4,64,0,100,233,9,1595326865175,Living
B8-27-EB-F2-6B-8A,-103,4,64,0,100,233,9,1595326865179,Living
B8-27-EB-DB-FE-98,-79,4,64,0,100,233,9,1595326865172,Living
B8-27-EB-6A-B8-0B,-78,2,57,0,100,234,9,1595326865695,Living
B8-27-EB-6A-B8-0B,-85,2,1,0,100,237,9,1595326867226,Living
B8-27-EB-F2-6B-8A,-79,2,0,0,100,238,9,1595326867615,Living
B8-27-EB-6A-B8-0B,-91,2,0,0,100,239,9,1595326868055,Living
B8-27-EB-6A-B8-0B,-95,2,1,0,100,241,9,1595326869013,Living
B8-27-EB-6A-B8-0B,-83,2,18,0,100,244,9,1595326870621,Living
B8-27-EB-22-6B-12,-81,2,22,0,100,248,9,1595326872468,Living
B8-27-EB-6A-B8-0B,-81,4,16,0,100,249,10,1595326872939,Front
B8-27-EB-6A-B8-0B,-86,2,25,0,100,251,10,1595326874423,Front
B8-27-EB-22-6B-12,-80,2,17,0,100,253,10,1595326875105,Front
B8-27-EB-7A-0F-BF,-84,2,31,0,100,0,10,1595326876208,Front
B8-27-EB-22-6B-12,-82,2,31,0,100,0,10,1595326876222,Front
B8-27-EB-AD-32-FA,-77,2,31,0,100,0,10,1595326876332,Front
B8-27-EB-7A-0F-BF,-81,4,27,0,100,2,10,1595326877215,Front
B8-27-EB-AD-32-FA,-87,2,31,0,100,0,10,1595326877663,Front
B8-27-EB-7A-0F-BF,-85,2,2,0,100,5,10,1595326878704,Front
B8-27-EB-AD-32-FA,-80,2,2,0,100,5,10,1595326878653,Front
B8-27-EB-22-6B-12,-94,2,7,0,100,8,10,1595326880057,Front
